o,d,mode,component,value,unit,status,source
204,205,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,206,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,207,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,208,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,209,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,210,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,211,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,212,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,213,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,214,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,215,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,216,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,217,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,101,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,102,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,103,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,104,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,301,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,302,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,303,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
204,304,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,201,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,202,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,203,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,204,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,205,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,206,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,207,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,208,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,209,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,210,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,211,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,212,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,213,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,214,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,215,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,216,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,217,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,101,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,102,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,103,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,104,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,301,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,302,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,303,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
205,304,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,201,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,202,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,203,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,204,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,205,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,206,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,207,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,208,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,209,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,210,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,211,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,212,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,213,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,214,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,215,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,216,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,217,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,101,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,102,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,103,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,104,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,301,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,302,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,303,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
206,304,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,201,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,202,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,203,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,204,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,205,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,206,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,207,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,208,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,209,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,210,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,211,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,212,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,213,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,214,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,215,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,216,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,217,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,101,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,102,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,103,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,104,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,301,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,302,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,303,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
207,304,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,201,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,202,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,203,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,204,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,205,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,206,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,207,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,208,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,209,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,210,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,211,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,212,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,213,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,214,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,215,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,216,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,217,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,101,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,102,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,103,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,104,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,301,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,302,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,303,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
208,304,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,201,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,202,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,203,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,204,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,205,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,206,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,207,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,208,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,209,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,210,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,211,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,212,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,213,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,214,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,215,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,216,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,217,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,101,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,102,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,103,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,104,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,301,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,302,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,303,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
209,304,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,201,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,202,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,203,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,204,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,205,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,206,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,207,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,208,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,209,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,210,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,211,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,212,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,213,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,214,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,215,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,216,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,217,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,101,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,102,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,103,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,104,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,301,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,302,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,303,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
210,304,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,201,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,202,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,203,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,204,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,205,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,206,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,207,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,208,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,209,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,210,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,211,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,212,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,213,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,214,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,215,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,216,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,217,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,101,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,102,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,103,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,104,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,301,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,302,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,303,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
211,304,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,201,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,202,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,203,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,204,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,205,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,206,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,207,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,208,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,209,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,210,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,211,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,212,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,213,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,214,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,215,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,216,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,217,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,101,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,102,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,103,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,104,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,301,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,302,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,303,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
212,304,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,201,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,202,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,203,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,204,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,205,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,206,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,207,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,208,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,209,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,210,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,211,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,212,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,213,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,214,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,215,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,216,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,217,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,101,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,102,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,103,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,104,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,301,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,302,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,303,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
213,304,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,201,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,202,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,203,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,204,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,205,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,206,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,207,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,208,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,209,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,210,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,211,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,212,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,213,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,214,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,215,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,216,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,217,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,101,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,102,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,103,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,104,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,301,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,302,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,303,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
214,304,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,201,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,202,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,203,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,204,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,205,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,206,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,207,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,208,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,209,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,210,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,211,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,212,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,213,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,214,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,215,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,216,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,217,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,101,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,102,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,103,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,104,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,301,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,302,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,303,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
215,304,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,201,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,202,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,203,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,204,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,205,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,206,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,207,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,208,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,209,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,210,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,211,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,212,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,213,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,214,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,215,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,216,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,217,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,101,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,102,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,103,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
216,104,bus,walk,8.000,min,assumed,8 min access + egress placeholder — replace with GTFS stop locations
