TAZ,bus_stops_n,bus_lines_n,bus_lines,bus_dep_0609,bus_dep_0708,bus_headway_0708_min,bus_best_line_headway_0708_min,bus_direct_reach_taz_n,bus_direct_reach_30min_taz_n,bus_nearest_stop_m,bus_stops_per_km2,bus_LOS_frequency,brt_stops_n,brt_lines_n,brt_lines,brt_dep_0609,brt_dep_0708,brt_headway_0708_min,brt_best_line_headway_0708_min,brt_direct_reach_taz_n,brt_direct_reach_30min_taz_n,brt_nearest_stop_m,brt_stops_per_km2,brt_LOS_frequency,brt_access,brt_lines_named,AggCode_V2,AggAreaName_V2
2504,0,0,,0,0,,,0,0,21370.69,0.00,no service,0,0,,0,0,,,0,0,24196.82,0.00,no service,0,,,
705,0,0,,0,0,,,0,0,813.17,0.00,no service,0,0,,0,0,,,0,0,5344.48,0.00,no service,0,,103.00,KiryatBialik Center
726,0,0,,0,0,,,0,0,658.74,0.00,no service,0,0,,0,0,,,0,0,5594.82,0.00,no service,0,,103.00,KiryatBialik Center
707,1,1,10002,18,6,10.00,20.00,6,6,0.00,3.64,A,0,0,,0,0,,,0,0,4559.23,0.00,no service,0,,103.00,KiryatBialik Center
709,0,0,,0,0,,,0,0,883.78,0.00,no service,0,0,,0,0,,,0,0,3383.58,0.00,no service,0,,104.00,KiryatHaim
503,0,0,,0,0,,,0,0,1485.98,0.00,no service,0,0,,0,0,,,0,0,6167.34,0.00,no service,0,,301.00,SavyoneyYam
505,0,0,,0,0,,,0,0,1672.74,0.00,no service,0,0,,0,0,,,0,0,5255.11,0.00,no service,0,,302.00,KiryatYam A
506,0,0,,0,0,,,0,0,2283.80,0.00,no service,0,0,,0,0,,,0,0,5834.00,0.00,no service,0,,302.00,KiryatYam A
507,0,0,,0,0,,,0,0,2264.40,0.00,no service,0,0,,0,0,,,0,0,5453.59,0.00,no service,0,,302.00,KiryatYam A
508,0,0,,0,0,,,0,0,2441.35,0.00,no service,0,0,,0,0,,,0,0,5313.50,0.00,no service,0,,,
509,0,0,,0,0,,,0,0,2817.12,0.00,no service,0,0,,0,0,,,0,0,5615.42,0.00,no service,0,,,
510,0,0,,0,0,,,0,0,2197.47,0.00,no service,0,0,,0,0,,,0,0,4872.98,0.00,no service,0,,303.00,KiryatYam B+C
511,0,0,,0,0,,,0,0,2430.14,0.00,no service,0,0,,0,0,,,0,0,4702.57,0.00,no service,0,,303.00,KiryatYam B+C
512,0,0,,0,0,,,0,0,2216.31,0.00,no service,0,0,,0,0,,,0,0,4435.69,0.00,no service,0,,303.00,KiryatYam B+C
513,0,0,,0,0,,,0,0,2220.44,0.00,no service,0,0,,0,0,,,0,0,4147.69,0.00,no service,0,,303.00,KiryatYam B+C
1501,1,2,10001 83001,54,18,3.33,10.00,11,11,0.00,2.43,A,1,1,83001,36,12,5.00,10.00,9,9,0.00,2.43,A,1,Metronit 1 (red),206.00,BatGalim-KiryatEliezer
2409,0,0,,0,0,,,0,0,1343.93,0.00,no service,0,0,,0,0,,,0,0,4092.91,0.00,no service,0,,201.00,TiratCarmel
2202,0,0,,0,0,,,0,0,10923.10,0.00,no service,0,0,,0,0,,,0,0,11389.87,0.00,no service,0,,,
1310,0,0,,0,0,,,0,0,531.79,0.00,no service,0,0,,0,0,,,0,0,531.79,0.00,no service,0,,209.00,Namal-Giborim
1309,0,0,,0,0,,,0,0,679.98,0.00,no service,0,0,,0,0,,,0,0,679.98,0.00,no service,0,,208.00,LowerCity
1502,0,0,,0,0,,,0,0,716.51,0.00,no service,0,0,,0,0,,,0,0,716.51,0.00,no service,0,,206.00,BatGalim-KiryatEliezer
2410,0,0,,0,0,,,0,0,7749.68,0.00,no service,0,0,,0,0,,,0,0,10551.44,0.00,no service,0,,,
2422,0,0,,0,0,,,0,0,17377.95,0.00,no service,0,0,,0,0,,,0,0,20223.22,0.00,no service,0,,,
809,1,1,10002,18,6,10.00,20.00,6,6,0.00,1.82,A,0,0,,0,0,,,0,0,2536.54,0.00,no service,0,,104.00,KiryatHaim
808,0,0,,0,0,,,0,0,661.48,0.00,no service,0,0,,0,0,,,0,0,2423.78,0.00,no service,0,,304.00,KiryatHaim West
601,0,0,,0,0,,,0,0,714.94,0.00,no service,0,0,,0,0,,,0,0,6997.45,0.00,no service,0,,101.00,TsurShalom
604,0,0,,0,0,,,0,0,920.57,0.00,no service,0,0,,0,0,,,0,0,6235.41,0.00,no service,0,,,
501,0,0,,0,0,,,0,0,1259.47,0.00,no service,0,0,,0,0,,,0,0,6972.54,0.00,no service,0,,301.00,SavyoneyYam
702,1,1,10002,19,7,8.57,15.00,6,6,0.00,2.48,A,0,0,,0,0,,,0,0,7599.66,0.00,no service,0,,101.00,TsurShalom
107,0,0,,0,0,,,0,0,15308.71,0.00,no service,0,0,,0,0,,,0,0,22179.69,0.00,no service,0,,,
117,0,0,,0,0,,,0,0,15174.53,0.00,no service,0,0,,0,0,,,0,0,20851.08,0.00,no service,0,,,
111,0,0,,0,0,,,0,0,18217.19,0.00,no service,0,0,,0,0,,,0,0,23876.24,0.00,no service,0,,,
102,0,0,,0,0,,,0,0,19681.11,0.00,no service,0,0,,0,0,,,0,0,25871.80,0.00,no service,0,,,
2212,0,0,,0,0,,,0,0,16566.77,0.00,no service,0,0,,0,0,,,0,0,16566.77,0.00,no service,0,,,
904,0,0,,0,0,,,0,0,2413.22,0.00,no service,0,0,,0,0,,,0,0,3733.22,0.00,no service,0,,,
912,0,0,,0,0,,,0,0,5251.50,0.00,no service,0,0,,0,0,,,0,0,8342.59,0.00,no service,0,,214.00,KiryatAta North-East
408,0,0,,0,0,,,0,0,6921.16,0.00,no service,0,0,,0,0,,,0,0,9836.32,0.00,no service,0,,215.00,Shefaram
713,0,0,,0,0,,,0,0,858.92,0.00,no service,0,0,,0,0,,,0,0,4834.40,0.00,no service,0,,,
205,0,0,,0,0,,,0,0,7322.11,0.00,no service,0,0,,0,0,,,0,0,14511.13,0.00,no service,0,,,
209,0,0,,0,0,,,0,0,10234.80,0.00,no service,0,0,,0,0,,,0,0,17815.93,0.00,no service,0,,,
2423,0,0,,0,0,,,0,0,16653.58,0.00,no service,0,0,,0,0,,,0,0,19499.57,0.00,no service,0,,,
1412,0,0,,0,0,,,0,0,1591.70,0.00,no service,0,0,,0,0,,,0,0,1591.70,0.00,no service,0,,,
1631,0,0,,0,0,,,0,0,1946.47,0.00,no service,0,0,,0,0,,,0,0,1946.47,0.00,no service,0,,,
1303,0,0,,0,0,,,0,0,436.81,0.00,no service,0,0,,0,0,,,0,0,436.81,0.00,no service,0,,207.00,Hamoshava
2203,0,0,,0,0,,,0,0,11549.24,0.00,no service,0,0,,0,0,,,0,0,11809.95,0.00,no service,0,,,
1508,0,0,,0,0,,,0,0,557.03,0.00,no service,0,0,,0,0,,,0,0,557.03,0.00,no service,0,,206.00,BatGalim-KiryatEliezer
1601,0,0,,0,0,,,0,0,1085.94,0.00,no service,0,0,,0,0,,,0,0,1085.94,0.00,no service,0,,,
1403,0,0,,0,0,,,0,0,997.44,0.00,no service,0,0,,0,0,,,0,0,997.44,0.00,no service,0,,,
906,0,0,,0,0,,,0,0,3746.77,0.00,no service,0,0,,0,0,,,0,0,5843.75,0.00,no service,0,,,
921,0,0,,0,0,,,0,0,3296.44,0.00,no service,0,0,,0,0,,,0,0,5369.40,0.00,no service,0,,,
2012,0,0,,0,0,,,0,0,25665.31,0.00,no service,0,0,,0,0,,,0,0,27621.50,0.00,no service,0,,217.00,Nazareth
2403,0,0,,0,0,,,0,0,1425.91,0.00,no service,0,0,,0,0,,,0,0,1425.91,0.00,no service,0,,201.00,TiratCarmel
2419,0,0,,0,0,,,0,0,6885.72,0.00,no service,0,0,,0,0,,,0,0,9599.05,0.00,no service,0,,,
1505,0,0,,0,0,,,0,0,544.75,0.00,no service,0,0,,0,0,,,0,0,544.75,0.00,no service,0,,206.00,BatGalim-KiryatEliezer
1606,0,0,,0,0,,,0,0,1523.69,0.00,no service,0,0,,0,0,,,0,0,1523.69,0.00,no service,0,,,
1603,0,0,,0,0,,,0,0,1289.92,0.00,no service,0,0,,0,0,,,0,0,1289.92,0.00,no service,0,,,
1409,0,0,,0,0,,,0,0,765.87,0.00,no service,0,0,,0,0,,,0,0,765.87,0.00,no service,0,,,
1807,0,0,,0,0,,,0,0,4289.74,0.00,no service,0,0,,0,0,,,0,0,4289.74,0.00,no service,0,,,
2415,0,0,,0,0,,,0,0,854.00,0.00,no service,0,0,,0,0,,,0,0,854.00,0.00,no service,0,,201.00,TiratCarmel
1609,0,0,,0,0,,,0,0,1613.32,0.00,no service,0,0,,0,0,,,0,0,1613.32,0.00,no service,0,,,
901,0,0,,0,0,,,0,0,4636.91,0.00,no service,0,0,,0,0,,,0,0,7182.51,0.00,no service,0,,,
703,0,0,,0,0,,,0,0,743.07,0.00,no service,0,0,,0,0,,,0,0,6834.48,0.00,no service,0,,102.00,Kiryon
602,0,0,,0,0,,,0,0,496.14,0.00,no service,0,0,,0,0,,,0,0,5990.10,0.00,no service,0,,102.00,Kiryon
1507,0,0,,0,0,,,0,0,468.75,0.00,no service,0,0,,0,0,,,0,0,468.75,0.00,no service,0,,206.00,BatGalim-KiryatEliezer
1407,0,0,,0,0,,,0,0,1298.50,0.00,no service,0,0,,0,0,,,0,0,1298.50,0.00,no service,0,,,
1401,0,0,,0,0,,,0,0,898.95,0.00,no service,0,0,,0,0,,,0,0,898.95,0.00,no service,0,,,
1634,0,0,,0,0,,,0,0,1152.15,0.00,no service,0,0,,0,0,,,0,0,1152.15,0.00,no service,0,,,
2304,0,0,,0,0,,,0,0,12293.41,0.00,no service,0,0,,0,0,,,0,0,14427.82,0.00,no service,0,,,
704,1,1,10002,18,6,10.00,20.00,6,6,0.00,2.44,A,0,0,,0,0,,,0,0,6159.31,0.00,no service,0,,102.00,Kiryon
708,0,0,,0,0,,,0,0,376.20,0.00,no service,0,0,,0,0,,,0,0,4586.16,0.00,no service,0,,103.00,KiryatBialik Center
711,0,0,,0,0,,,0,0,1342.61,0.00,no service,0,0,,0,0,,,0,0,5912.27,0.00,no service,0,,,
712,0,0,,0,0,,,0,0,519.28,0.00,no service,0,0,,0,0,,,0,0,6357.58,0.00,no service,0,,,
1938,0,0,,0,0,,,0,0,25941.32,0.00,no service,0,0,,0,0,,,0,0,29928.59,0.00,no service,0,,,
422,0,0,,0,0,,,0,0,8272.84,0.00,no service,0,0,,0,0,,,0,0,10656.00,0.00,no service,0,,215.00,Shefaram
2302,0,0,,0,0,,,0,0,4663.19,0.00,no service,0,0,,0,0,,,0,0,6387.39,0.00,no service,0,,,
913,0,0,,0,0,,,0,0,5928.56,0.00,no service,0,0,,0,0,,,0,0,8218.09,0.00,no service,0,,214.00,KiryatAta North-East
504,0,0,,0,0,,,0,0,2327.72,0.00,no service,0,0,,0,0,,,0,0,6353.88,0.00,no service,0,,301.00,SavyoneyYam
2505,0,0,,0,0,,,0,0,20902.74,0.00,no service,0,0,,0,0,,,0,0,23749.65,0.00,no service,0,,,
217,0,0,,0,0,,,0,0,6886.53,0.00,no service,0,0,,0,0,,,0,0,13480.13,0.00,no service,0,,,
2306,0,0,,0,0,,,0,0,9119.41,0.00,no service,0,0,,0,0,,,0,0,10739.47,0.00,no service,0,,,
2305,0,0,,0,0,,,0,0,11746.89,0.00,no service,0,0,,0,0,,,0,0,12645.35,0.00,no service,0,,,
2101,0,0,,0,0,,,0,0,18671.35,0.00,no service,0,0,,0,0,,,0,0,20728.17,0.00,no service,0,,216.00,Hamovil
910,0,0,,0,0,,,0,0,3629.36,0.00,no service,0,0,,0,0,,,0,0,5050.50,0.00,no service,0,,,
1417,0,0,,0,0,,,0,0,916.54,0.00,no service,0,0,,0,0,,,0,0,916.54,0.00,no service,0,,,
1413,0,0,,0,0,,,0,0,1634.43,0.00,no service,0,0,,0,0,,,0,0,1634.43,0.00,no service,0,,,
1633,0,0,,0,0,,,0,0,1713.60,0.00,no service,0,0,,0,0,,,0,0,1713.60,0.00,no service,0,,,
1621,0,0,,0,0,,,0,0,2767.89,0.00,no service,0,0,,0,0,,,0,0,2767.89,0.00,no service,0,,,
232,0,0,,0,0,,,0,0,12143.70,0.00,no service,0,0,,0,0,,,0,0,19728.18,0.00,no service,0,,,
3013,0,0,,0,0,,,0,0,25385.63,0.00,no service,0,0,,0,0,,,0,0,30465.84,0.00,no service,0,,,
714,0,0,,0,0,,,0,0,1249.19,0.00,no service,0,0,,0,0,,,0,0,3962.44,0.00,no service,0,,104.00,KiryatHaim
902,0,0,,0,0,,,0,0,3197.82,0.00,no service,0,0,,0,0,,,0,0,6018.13,0.00,no service,0,,213.00,KiryatAta North
1304,0,0,,0,0,,,0,0,412.99,0.00,no service,0,0,,0,0,,,0,0,412.99,0.00,no service,0,,207.00,Hamoshava
1307,0,0,,0,0,,,0,0,870.40,0.00,no service,0,0,,0,0,,,0,0,870.40,0.00,no service,0,,208.00,LowerCity
1005,0,0,,0,0,,,0,0,15464.83,0.00,no service,0,0,,0,0,,,0,0,17831.80,0.00,no service,0,,216.00,Hamovil
225,0,0,,0,0,,,0,0,7765.36,0.00,no service,0,0,,0,0,,,0,0,13482.85,0.00,no service,0,,,
224,0,0,,0,0,,,0,0,7729.12,0.00,no service,0,0,,0,0,,,0,0,14023.50,0.00,no service,0,,,
223,0,0,,0,0,,,0,0,8206.54,0.00,no service,0,0,,0,0,,,0,0,14068.39,0.00,no service,0,,,
221,0,0,,0,0,,,0,0,8597.76,0.00,no service,0,0,,0,0,,,0,0,14326.85,0.00,no service,0,,,
222,0,0,,0,0,,,0,0,8307.96,0.00,no service,0,0,,0,0,,,0,0,14414.04,0.00,no service,0,,,
203,0,0,,0,0,,,0,0,8835.65,0.00,no service,0,0,,0,0,,,0,0,14971.27,0.00,no service,0,,,
220,0,0,,0,0,,,0,0,9241.42,0.00,no service,0,0,,0,0,,,0,0,15002.82,0.00,no service,0,,,
219,0,0,,0,0,,,0,0,9557.06,0.00,no service,0,0,,0,0,,,0,0,15596.04,0.00,no service,0,,,
201,0,0,,0,0,,,0,0,9562.04,0.00,no service,0,0,,0,0,,,0,0,16526.79,0.00,no service,0,,,
202,0,0,,0,0,,,0,0,8803.54,0.00,no service,0,0,,0,0,,,0,0,15506.84,0.00,no service,0,,,
1721,0,0,,0,0,,,0,0,920.81,0.00,no service,0,0,,0,0,,,0,0,920.81,0.00,no service,0,,,
1722,0,0,,0,0,,,0,0,758.67,0.00,no service,0,0,,0,0,,,0,0,758.67,0.00,no service,0,,,
1723,0,0,,0,0,,,0,0,855.10,0.00,no service,0,0,,0,0,,,0,0,855.10,0.00,no service,0,,,
1724,0,0,,0,0,,,0,0,1015.61,0.00,no service,0,0,,0,0,,,0,0,1015.61,0.00,no service,0,,,
1725,0,0,,0,0,,,0,0,1315.31,0.00,no service,0,0,,0,0,,,0,0,1315.31,0.00,no service,0,,,
1727,0,0,,0,0,,,0,0,1584.79,0.00,no service,0,0,,0,0,,,0,0,1584.79,0.00,no service,0,,,
1704,0,0,,0,0,,,0,0,1360.11,0.00,no service,0,0,,0,0,,,0,0,1360.11,0.00,no service,0,,,
1729,0,0,,0,0,,,0,0,1235.25,0.00,no service,0,0,,0,0,,,0,0,1235.25,0.00,no service,0,,,
1730,0,0,,0,0,,,0,0,1310.88,0.00,no service,0,0,,0,0,,,0,0,1310.88,0.00,no service,0,,,
1732,0,0,,0,0,,,0,0,1653.54,0.00,no service,0,0,,0,0,,,0,0,1653.54,0.00,no service,0,,,
1733,0,0,,0,0,,,0,0,1478.30,0.00,no service,0,0,,0,0,,,0,0,1478.30,0.00,no service,0,,,
1734,0,0,,0,0,,,0,0,1483.62,0.00,no service,0,0,,0,0,,,0,0,1483.62,0.00,no service,0,,,
1736,0,0,,0,0,,,0,0,1759.49,0.00,no service,0,0,,0,0,,,0,0,1759.49,0.00,no service,0,,,
1737,0,0,,0,0,,,0,0,2242.16,0.00,no service,0,0,,0,0,,,0,0,2242.16,0.00,no service,0,,,
1738,0,0,,0,0,,,0,0,2073.67,0.00,no service,0,0,,0,0,,,0,0,2073.67,0.00,no service,0,,,
1739,0,0,,0,0,,,0,0,2583.44,0.00,no service,0,0,,0,0,,,0,0,2583.44,0.00,no service,0,,,
1741,0,0,,0,0,,,0,0,2351.71,0.00,no service,0,0,,0,0,,,0,0,2351.71,0.00,no service,0,,,
1744,0,0,,0,0,,,0,0,2266.58,0.00,no service,0,0,,0,0,,,0,0,2266.58,0.00,no service,0,,,
1745,0,0,,0,0,,,0,0,2056.35,0.00,no service,0,0,,0,0,,,0,0,2056.35,0.00,no service,0,,,
1746,0,0,,0,0,,,0,0,2089.10,0.00,no service,0,0,,0,0,,,0,0,2089.10,0.00,no service,0,,,
1747,0,0,,0,0,,,0,0,2233.56,0.00,no service,0,0,,0,0,,,0,0,2233.56,0.00,no service,0,,,
1748,0,0,,0,0,,,0,0,2289.84,0.00,no service,0,0,,0,0,,,0,0,2289.84,0.00,no service,0,,,
1749,0,0,,0,0,,,0,0,2220.78,0.00,no service,0,0,,0,0,,,0,0,2220.78,0.00,no service,0,,,
204,0,0,,0,0,,,0,0,6966.38,0.00,no service,0,0,,0,0,,,0,0,13249.10,0.00,no service,0,,,
229,0,0,,0,0,,,0,0,3387.61,0.00,no service,0,0,,0,0,,,0,0,10653.12,0.00,no service,0,,,
1620,0,0,,0,0,,,0,0,1517.22,0.00,no service,0,0,,0,0,,,0,0,1517.22,0.00,no service,0,,,
1639,0,0,,0,0,,,0,0,3334.21,0.00,no service,0,0,,0,0,,,0,0,3334.21,0.00,no service,0,,,
1635,0,0,,0,0,,,0,0,2396.74,0.00,no service,0,0,,0,0,,,0,0,2396.74,0.00,no service,0,,,
1636,0,0,,0,0,,,0,0,2004.85,0.00,no service,0,0,,0,0,,,0,0,2004.85,0.00,no service,0,,,
1750,0,0,,0,0,,,0,0,3523.96,0.00,no service,0,0,,0,0,,,0,0,3523.96,0.00,no service,0,,,
1816,0,0,,0,0,,,0,0,2920.00,0.00,no service,0,0,,0,0,,,0,0,2920.00,0.00,no service,0,,,
1735,0,0,,0,0,,,0,0,1806.73,0.00,no service,0,0,,0,0,,,0,0,1806.73,0.00,no service,0,,,
2421,0,0,,0,0,,,0,0,915.14,0.00,no service,0,0,,0,0,,,0,0,2041.26,0.00,no service,0,,201.00,TiratCarmel
323,0,0,,0,0,,,0,0,20020.00,0.00,no service,0,0,,0,0,,,0,0,26456.69,0.00,no service,0,,,
303,0,0,,0,0,,,0,0,20575.21,0.00,no service,0,0,,0,0,,,0,0,27130.48,0.00,no service,0,,,
322,0,0,,0,0,,,0,0,20971.91,0.00,no service,0,0,,0,0,,,0,0,27372.59,0.00,no service,0,,,
304,0,0,,0,0,,,0,0,17794.19,0.00,no service,0,0,,0,0,,,0,0,24529.96,0.00,no service,0,,,
325,0,0,,0,0,,,0,0,19825.69,0.00,no service,0,0,,0,0,,,0,0,26472.20,0.00,no service,0,,,
329,0,0,,0,0,,,0,0,18785.21,0.00,no service,0,0,,0,0,,,0,0,25259.08,0.00,no service,0,,,
104,0,0,,0,0,,,0,0,18167.45,0.00,no service,0,0,,0,0,,,0,0,24255.48,0.00,no service,0,,,
114,0,0,,0,0,,,0,0,16483.65,0.00,no service,0,0,,0,0,,,0,0,22594.37,0.00,no service,0,,,
706,0,0,,0,0,,,0,0,636.68,0.00,no service,0,0,,0,0,,,0,0,5183.72,0.00,no service,0,,103.00,KiryatBialik Center
118,0,0,,0,0,,,0,0,14541.41,0.00,no service,0,0,,0,0,,,0,0,20211.64,0.00,no service,0,,,
230,0,0,,0,0,,,0,0,12979.36,0.00,no service,0,0,,0,0,,,0,0,20558.45,0.00,no service,0,,,
235,0,0,,0,0,,,0,0,8888.08,0.00,no service,0,0,,0,0,,,0,0,16443.68,0.00,no service,0,,,
233,0,0,,0,0,,,0,0,8952.45,0.00,no service,0,0,,0,0,,,0,0,16550.01,0.00,no service,0,,,
334,0,0,,0,0,,,0,0,13682.09,0.00,no service,0,0,,0,0,,,0,0,20819.28,0.00,no service,0,,,
313,0,0,,0,0,,,0,0,16845.29,0.00,no service,0,0,,0,0,,,0,0,23835.42,0.00,no service,0,,,
314,0,0,,0,0,,,0,0,18974.96,0.00,no service,0,0,,0,0,,,0,0,26003.02,0.00,no service,0,,,
316,0,0,,0,0,,,0,0,22764.05,0.00,no service,0,0,,0,0,,,0,0,29535.24,0.00,no service,0,,,
337,0,0,,0,0,,,0,0,22020.43,0.00,no service,0,0,,0,0,,,0,0,28725.07,0.00,no service,0,,,
411,0,0,,0,0,,,0,0,9889.10,0.00,no service,0,0,,0,0,,,0,0,15924.73,0.00,no service,0,,,
421,0,0,,0,0,,,0,0,8667.63,0.00,no service,0,0,,0,0,,,0,0,12054.27,0.00,no service,0,,215.00,Shefaram
420,0,0,,0,0,,,0,0,11276.81,0.00,no service,0,0,,0,0,,,0,0,13949.07,0.00,no service,0,,215.00,Shefaram
409,0,0,,0,0,,,0,0,9349.39,0.00,no service,0,0,,0,0,,,0,0,11911.32,0.00,no service,0,,215.00,Shefaram
414,0,0,,0,0,,,0,0,9613.93,0.00,no service,0,0,,0,0,,,0,0,15135.80,0.00,no service,0,,,
1006,0,0,,0,0,,,0,0,15525.82,0.00,no service,0,0,,0,0,,,0,0,19335.99,0.00,no service,0,,,
1107,0,0,,0,0,,,0,0,7662.66,0.00,no service,0,0,,0,0,,,0,0,7662.66,0.00,no service,0,,,
1914,0,0,,0,0,,,0,0,28212.41,0.00,no service,0,0,,0,0,,,0,0,31221.87,0.00,no service,0,,,
1901,0,0,,0,0,,,0,0,28170.16,0.00,no service,0,0,,0,0,,,0,0,31563.33,0.00,no service,0,,,
1918,0,0,,0,0,,,0,0,27472.95,0.00,no service,0,0,,0,0,,,0,0,29473.59,0.00,no service,0,,217.00,Nazareth
1919,0,0,,0,0,,,0,0,27849.84,0.00,no service,0,0,,0,0,,,0,0,29592.96,0.00,no service,0,,217.00,Nazareth
1935,0,0,,0,0,,,0,0,27988.63,0.00,no service,0,0,,0,0,,,0,0,28942.55,0.00,no service,0,,,
1936,0,0,,0,0,,,0,0,28346.89,0.00,no service,0,0,,0,0,,,0,0,29154.24,0.00,no service,0,,,
2214,0,0,,0,0,,,0,0,16428.28,0.00,no service,0,0,,0,0,,,0,0,17368.29,0.00,no service,0,,,
2216,0,0,,0,0,,,0,0,17161.21,0.00,no service,0,0,,0,0,,,0,0,18682.29,0.00,no service,0,,,
3010,0,0,,0,0,,,0,0,22594.35,0.00,no service,0,0,,0,0,,,0,0,27633.03,0.00,no service,0,,,
3005,0,0,,0,0,,,0,0,18190.67,0.00,no service,0,0,,0,0,,,0,0,23840.76,0.00,no service,0,,,
3007,0,0,,0,0,,,0,0,18673.97,0.00,no service,0,0,,0,0,,,0,0,24124.52,0.00,no service,0,,,
3006,0,0,,0,0,,,0,0,17726.76,0.00,no service,0,0,,0,0,,,0,0,23226.21,0.00,no service,0,,,
3201,0,0,,0,0,,,0,0,62821.27,0.00,no service,0,0,,0,0,,,0,0,70337.24,0.00,no service,0,,,
3210,0,0,,0,0,,,0,0,50765.51,0.00,no service,0,0,,0,0,,,0,0,57501.26,0.00,no service,0,,,
3605,0,0,,0,0,,,0,0,42747.71,0.00,no service,0,0,,0,0,,,0,0,43638.90,0.00,no service,0,,,
3710,0,0,,0,0,,,0,0,60029.24,0.00,no service,0,0,,0,0,,,0,0,60400.52,0.00,no service,0,,,
3532,0,0,,0,0,,,0,0,49193.03,0.00,no service,0,0,,0,0,,,0,0,51182.50,0.00,no service,0,,,
3526,0,0,,0,0,,,0,0,42501.16,0.00,no service,0,0,,0,0,,,0,0,45451.79,0.00,no service,0,,,
3528,0,0,,0,0,,,0,0,41002.35,0.00,no service,0,0,,0,0,,,0,0,42901.90,0.00,no service,0,,,
3604,0,0,,0,0,,,0,0,32121.62,0.00,no service,0,0,,0,0,,,0,0,32962.85,0.00,no service,0,,,
3305,0,0,,0,0,,,0,0,41600.38,0.00,no service,0,0,,0,0,,,0,0,48523.14,0.00,no service,0,,,
3622,0,0,,0,0,,,0,0,41605.90,0.00,no service,0,0,,0,0,,,0,0,41972.96,0.00,no service,0,,,
3212,0,0,,0,0,,,0,0,49786.40,0.00,no service,0,0,,0,0,,,0,0,55904.11,0.00,no service,0,,,
3603,0,0,,0,0,,,0,0,37991.24,0.00,no service,0,0,,0,0,,,0,0,39168.90,0.00,no service,0,,,
3407,0,0,,0,0,,,0,0,31227.49,0.00,no service,0,0,,0,0,,,0,0,38140.09,0.00,no service,0,,,
3506,0,0,,0,0,,,0,0,30290.84,0.00,no service,0,0,,0,0,,,0,0,35891.90,0.00,no service,0,,,
3507,0,0,,0,0,,,0,0,28537.26,0.00,no service,0,0,,0,0,,,0,0,34246.57,0.00,no service,0,,,
3508,0,0,,0,0,,,0,0,27947.96,0.00,no service,0,0,,0,0,,,0,0,33394.29,0.00,no service,0,,,
3509,0,0,,0,0,,,0,0,30128.89,0.00,no service,0,0,,0,0,,,0,0,35264.44,0.00,no service,0,,,
3307,0,0,,0,0,,,0,0,36351.93,0.00,no service,0,0,,0,0,,,0,0,43412.42,0.00,no service,0,,,
3405,0,0,,0,0,,,0,0,29784.49,0.00,no service,0,0,,0,0,,,0,0,37163.78,0.00,no service,0,,,
3606,0,0,,0,0,,,0,0,37643.23,0.00,no service,0,0,,0,0,,,0,0,38344.47,0.00,no service,0,,,
3512,0,0,,0,0,,,0,0,31399.77,0.00,no service,0,0,,0,0,,,0,0,35112.60,0.00,no service,0,,,
3322,0,0,,0,0,,,0,0,33789.76,0.00,no service,0,0,,0,0,,,0,0,39929.34,0.00,no service,0,,,
3815,0,0,,0,0,,,0,0,30712.04,0.00,no service,0,0,,0,0,,,0,0,33201.63,0.00,no service,0,,,
3816,0,0,,0,0,,,0,0,30482.40,0.00,no service,0,0,,0,0,,,0,0,33051.03,0.00,no service,0,,,
3817,0,0,,0,0,,,0,0,28840.48,0.00,no service,0,0,,0,0,,,0,0,31432.51,0.00,no service,0,,,
3806,0,0,,0,0,,,0,0,30660.78,0.00,no service,0,0,,0,0,,,0,0,31642.84,0.00,no service,0,,,
3807,0,0,,0,0,,,0,0,32105.93,0.00,no service,0,0,,0,0,,,0,0,33623.63,0.00,no service,0,,,
3808,0,0,,0,0,,,0,0,31342.94,0.00,no service,0,0,,0,0,,,0,0,33178.69,0.00,no service,0,,,
3809,0,0,,0,0,,,0,0,30652.22,0.00,no service,0,0,,0,0,,,0,0,32581.65,0.00,no service,0,,,
3811,0,0,,0,0,,,0,0,31145.79,0.00,no service,0,0,,0,0,,,0,0,33318.34,0.00,no service,0,,,
3205,0,0,,0,0,,,0,0,60490.16,0.00,no service,0,0,,0,0,,,0,0,67931.52,0.00,no service,0,,,
3208,0,0,,0,0,,,0,0,58532.95,0.00,no service,0,0,,0,0,,,0,0,65953.68,0.00,no service,0,,,
3818,0,0,,0,0,,,0,0,28332.96,0.00,no service,0,0,,0,0,,,0,0,30969.25,0.00,no service,0,,,
3819,0,0,,0,0,,,0,0,27747.12,0.00,no service,0,0,,0,0,,,0,0,30418.22,0.00,no service,0,,,
3820,0,0,,0,0,,,0,0,28517.70,0.00,no service,0,0,,0,0,,,0,0,31223.88,0.00,no service,0,,,
4017,0,0,,0,0,,,0,0,37006.85,0.00,no service,0,0,,0,0,,,0,0,39738.19,0.00,no service,0,,,
4019,0,0,,0,0,,,0,0,37275.53,0.00,no service,0,0,,0,0,,,0,0,40042.20,0.00,no service,0,,,
3916,0,0,,0,0,,,0,0,30435.77,0.00,no service,0,0,,0,0,,,0,0,33244.54,0.00,no service,0,,,
3917,0,0,,0,0,,,0,0,32316.86,0.00,no service,0,0,,0,0,,,0,0,35148.35,0.00,no service,0,,,
